ID,Matched,Model,Package,FunctionName,Summary,File,LineNumber,LineContent,MotherLine,MotherBody,DeclaredType
java-lang-model-Exception-Exception-6-51-1,F,java.lang,Exception,Exception,"['java.lang', 'Exception', False, 'Exception', '(Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'df-manual']",,,,,,
java-lang-model-Exception-Exception-6-52-1,F,java.lang,Exception,Exception,"['java.lang', 'Exception', False, 'Exception', '(Throwable)', '', 'Argument[0].SyntheticField[java.lang.Throwable.message]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'taint', 'df-manual']",,,,,,
java-lang-model-IllegalArgumentException-IllegalArgumentException-6-53-1,F,java.lang,IllegalArgumentException,IllegalArgumentException,"['java.lang', 'IllegalArgumentException', False, 'IllegalArgumentException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']",,,,,,
java-lang-model-IllegalStateException-IllegalStateException-6-54-1,F,java.lang,IllegalStateException,IllegalStateException,"['java.lang', 'IllegalStateException', False, 'IllegalStateException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']",,,,,,
java-lang-model-IndexOutOfBoundsException-IndexOutOfBoundsException-6-55-1,F,java.lang,IndexOutOfBoundsException,IndexOutOfBoundsException,"['java.lang', 'IndexOutOfBoundsException', False, 'IndexOutOfBoundsException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']",,,,,,
java-lang-model-Iterable-forEach-6-56-1,F,java.lang,Iterable,forEach,"['java.lang', 'Iterable', True, 'forEach', '(Consumer)', '', 'Argument[this].Element', 'Argument[0].Parameter[0]', 'value', 'manual']",,,,,,
java-lang-model-Iterable-iterator-6-57-1,F,java.lang,Iterable,iterator,"['java.lang', 'Iterable', True, 'iterator', '()', '', 'Argument[this].Element', 'ReturnValue.Element', 'value', 'manual']",,,,,,
java-lang-model-Iterable-spliterator-6-58-1,T,java.lang,Iterable,spliterator,"['java.lang', 'Iterable', True, 'spliterator', '()', '', 'Argument[this].Element', 'ReturnValue.Element', 'value', 'manual']",dubbo-metadata/MetadataService.java,180,"return toSortedStrings(StreamSupport.stream(iterable.spliterator(), false));","(179, 181)","    static SortedSet<String> toSortedStrings(Iterable<URL> iterable) {
        return toSortedStrings(StreamSupport.stream(iterable.spliterator(), false));
    }",Iterable
java-lang-model-Iterable-spliterator-6-58-2,T,java.lang,Iterable,spliterator,"['java.lang', 'Iterable', True, 'spliterator', '()', '', 'Argument[this].Element', 'ReturnValue.Element', 'value', 'manual']",dubbo-metadata/annotation/processing/util/TypeUtils.java,323,": stream(elements.spliterator(), false)","(320, 330)","    static Set<DeclaredType> ofDeclaredTypes(Iterable<? extends Element> elements) {
        return elements == null
                ? emptySet()
                : stream(elements.spliterator(), false)
                        .map(TypeUtils::ofTypeElement)
                        .filter(Objects::nonNull)
                        .map(Element::asType)
                        .map(TypeUtils::ofDeclaredType)
                        .filter(Objects::nonNull)
                        .collect(LinkedHashSet::new, Set::add, Set::addAll);
    }",Iterable
java-lang-model-Iterable-spliterator-6-58-3,T,java.lang,Iterable,spliterator,"['java.lang', 'Iterable', True, 'spliterator', '()', '', 'Argument[this].Element', 'ReturnValue.Element', 'value', 'manual']",dubbo-metadata/annotation/processing/util/TypeUtils.java,335,": stream(types.spliterator(), false)","(332, 339)","    static Set<TypeElement> ofTypeElements(Iterable<? extends TypeMirror> types) {
        return types == null
                ? emptySet()
                : stream(types.spliterator(), false)
                        .map(TypeUtils::ofTypeElement)
                        .filter(Objects::nonNull)
                        .collect(LinkedHashSet::new, Set::add, Set::addAll);
    }",Iterable
java-lang-model-NullPointerException-NullPointerException-6-59-1,F,java.lang,NullPointerException,NullPointerException,"['java.lang', 'NullPointerException', False, 'NullPointerException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']",,,,,,
java-lang-model-RuntimeException-RuntimeException-6-60-1,F,java.lang,RuntimeException,RuntimeException,"['java.lang', 'RuntimeException', False, 'RuntimeException', '(String)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']",,,,,,
java-lang-model-RuntimeException-RuntimeException-6-61-1,F,java.lang,RuntimeException,RuntimeException,"['java.lang', 'RuntimeException', False, 'RuntimeException', '(String,Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.message]', 'value', 'manual']",,,,,,
java-lang-model-RuntimeException-RuntimeException-6-62-1,F,java.lang,RuntimeException,RuntimeException,"['java.lang', 'RuntimeException', False, 'RuntimeException', '(String,Throwable)', '', 'Argument[1]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'manual']",,,,,,
java-lang-model-RuntimeException-RuntimeException-6-63-1,F,java.lang,RuntimeException,RuntimeException,"['java.lang', 'RuntimeException', False, 'RuntimeException', '(Throwable)', '', 'Argument[0]', 'Argument[this].SyntheticField[java.lang.Throwable.cause]', 'value', 'manual']",,,,,,
java-lang-model-String-String-6-64-1,F,java.lang,String,String,"['java.lang', 'String', False, 'String', '', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
java-lang-model-String-concat-6-65-1,F,java.lang,String,concat,"['java.lang', 'String', False, 'concat', '(String)', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-concat-6-66-1,F,java.lang,String,concat,"['java.lang', 'String', False, 'concat', '(String)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-copyValueOf-6-67-1,F,java.lang,String,copyValueOf,"['java.lang', 'String', False, 'copyValueOf', '', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-format-6-68-1,F,java.lang,String,format,"['java.lang', 'String', False, 'format', '(Locale,String,Object[])', '', 'Argument[1]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-format-6-69-1,F,java.lang,String,format,"['java.lang', 'String', False, 'format', '(Locale,String,Object[])', '', 'Argument[2].ArrayElement', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-format-6-70-1,F,java.lang,String,format,"['java.lang', 'String', False, 'format', '(String,Object[])', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-format-6-71-1,F,java.lang,String,format,"['java.lang', 'String', False, 'format', '(String,Object[])', '', 'Argument[1].ArrayElement', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-formatted-6-72-1,F,java.lang,String,formatted,"['java.lang', 'String', False, 'formatted', '(Object[])', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-formatted-6-73-1,F,java.lang,String,formatted,"['java.lang', 'String', False, 'formatted', '(Object[])', '', 'Argument[0].ArrayElement', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-getBytes-6-74-1,F,java.lang,String,getBytes,"['java.lang', 'String', False, 'getBytes', '', '', 'Argument[this]', 'Argument[2]', 'taint', 'manual']",,,,,,
java-lang-model-String-getBytes-6-75-1,F,java.lang,String,getBytes,"['java.lang', 'String', False, 'getBytes', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-getChars-6-76-1,F,java.lang,String,getChars,"['java.lang', 'String', False, 'getChars', '', '', 'Argument[this]', 'Argument[2]', 'taint', 'manual']",,,,,,
java-lang-model-String-indent-6-77-1,F,java.lang,String,indent,"['java.lang', 'String', False, 'indent', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-intern-6-78-1,F,java.lang,String,intern,"['java.lang', 'String', False, 'intern', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-join-6-79-1,F,java.lang,String,join,"['java.lang', 'String', False, 'join', '', '', 'Argument[0..1]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-lines-6-80-1,F,java.lang,String,lines,"['java.lang', 'String', False, 'lines', '()', '', 'Argument[this]', 'ReturnValue.Element', 'taint', 'df-manual']",,,,,,
java-lang-model-String-repeat-6-81-1,F,java.lang,String,repeat,"['java.lang', 'String', False, 'repeat', '(int)', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-replace-6-82-1,F,java.lang,String,replace,"['java.lang', 'String', False, 'replace', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-replace-6-83-1,F,java.lang,String,replace,"['java.lang', 'String', False, 'replace', '', '', 'Argument[1]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-replaceAll-6-84-1,F,java.lang,String,replaceAll,"['java.lang', 'String', False, 'replaceAll', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-replaceAll-6-85-1,F,java.lang,String,replaceAll,"['java.lang', 'String', False, 'replaceAll', '', '', 'Argument[1]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-replaceFirst-6-86-1,F,java.lang,String,replaceFirst,"['java.lang', 'String', False, 'replaceFirst', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-replaceFirst-6-87-1,F,java.lang,String,replaceFirst,"['java.lang', 'String', False, 'replaceFirst', '', '', 'Argument[1]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-split-6-88-1,F,java.lang,String,split,"['java.lang', 'String', False, 'split', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-strip-6-89-1,F,java.lang,String,strip,"['java.lang', 'String', False, 'strip', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-stripIndent-6-90-1,F,java.lang,String,stripIndent,"['java.lang', 'String', False, 'stripIndent', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-stripLeading-6-91-1,F,java.lang,String,stripLeading,"['java.lang', 'String', False, 'stripLeading', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-stripTrailing-6-92-1,F,java.lang,String,stripTrailing,"['java.lang', 'String', False, 'stripTrailing', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-substring-6-93-1,F,java.lang,String,substring,"['java.lang', 'String', False, 'substring', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-toCharArray-6-94-1,T,java.lang,String,toCharArray,"['java.lang', 'String', False, 'toCharArray', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",dubbo-metadata/definition/protobuf/ProtobufTypeBuilder.java,216,char[] chars = nameString.toCharArray();,"(215, 219)","    private String toCamelCase(String nameString) {
        char[] chars = nameString.toCharArray();
        chars[0] = Character.toLowerCase(chars[0]);
        return new String(chars);
    }",String
java-lang-model-String-toLowerCase-6-95-1,F,java.lang,String,toLowerCase,"['java.lang', 'String', False, 'toLowerCase', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-toString-6-96-1,F,java.lang,String,toString,"['java.lang', 'String', False, 'toString', '', '', 'Argument[this]', 'ReturnValue', 'value', 'manual']",,,,,,
java-lang-model-String-toUpperCase-6-97-1,F,java.lang,String,toUpperCase,"['java.lang', 'String', False, 'toUpperCase', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-translateEscapes-6-98-1,F,java.lang,String,translateEscapes,"['java.lang', 'String', False, 'translateEscapes', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-trim-6-99-1,F,java.lang,String,trim,"['java.lang', 'String', False, 'trim', '', '', 'Argument[this]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-valueOf-6-100-1,F,java.lang,String,valueOf,"['java.lang', 'String', False, 'valueOf', '(char)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-valueOf-6-101-1,F,java.lang,String,valueOf,"['java.lang', 'String', False, 'valueOf', '(char[])', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-valueOf-6-102-1,F,java.lang,String,valueOf,"['java.lang', 'String', False, 'valueOf', '(char[],int,int)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-String-valueOf-6-103-1,F,java.lang,String,valueOf,"['java.lang', 'String', False, 'valueOf', '(CharSequence)', '', 'Argument[0]', 'ReturnValue', 'taint', 'manual']",,,,,,
java-lang-model-StringBuffer-StringBuffer-6-104-1,F,java.lang,StringBuffer,StringBuffer,"['java.lang', 'StringBuffer', True, 'StringBuffer', '(CharSequence)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
java-lang-model-StringBuffer-StringBuffer-6-105-1,F,java.lang,StringBuffer,StringBuffer,"['java.lang', 'StringBuffer', True, 'StringBuffer', '(String)', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
java-lang-model-StringBuilder-StringBuilder-6-106-1,F,java.lang,StringBuilder,StringBuilder,"['java.lang', 'StringBuilder', True, 'StringBuilder', '', '', 'Argument[0]', 'Argument[this]', 'taint', 'manual']",,,,,,
java-lang-model-System-arraycopy-6-107-1,F,java.lang,System,arraycopy,"['java.lang', 'System', False, 'arraycopy', '', '', 'Argument[0]', 'Argument[2]', 'taint', 'manual']",,,,,,
